step,loss
1,0.7518435120582581
2,0.7350085377693176
3,0.687351644039154
4,0.821403980255127
5,0.8051782250404358
6,0.7899129390716553
7,0.7504448294639587
8,0.6280824542045593
9,0.8192534446716309
10,0.7485279440879822
11,0.7342891097068787
12,0.7306088805198669
13,0.7216164469718933
14,0.7116789817810059
15,0.8550159931182861
16,0.7618523240089417
17,0.74606853723526
18,0.8313122391700745
19,0.8269641995429993
20,0.6540202498435974
21,0.816460907459259
22,0.6669387817382812
23,0.7142130732536316
24,0.6552591323852539
25,0.7418511509895325
26,0.7344959378242493
27,0.671175479888916
28,0.6965721249580383
29,0.6788699626922607
30,0.766686737537384
31,0.7117653489112854
32,0.6608832478523254
33,0.7694459557533264
34,0.695974588394165
35,0.7627069354057312
36,0.6392739415168762
37,0.7297823429107666
38,0.7144419550895691
39,0.6688892841339111
40,0.6757161021232605
41,0.7251823544502258
42,0.6143007278442383
43,0.7077541351318359
44,0.651157796382904
45,0.7096392512321472
46,0.6956414580345154
47,0.7036011815071106
48,0.7081442475318909
49,0.6623964905738831
50,0.6644365191459656
51,0.6963722109794617
52,0.7070973515510559
53,0.7080122828483582
54,0.7240527272224426
55,0.7019389271736145
56,0.699321448802948
57,0.7096710205078125
58,0.692784309387207
59,0.704310953617096
60,0.6563044190406799
61,0.6908861994743347
62,0.7251411080360413
63,0.6964688897132874
64,0.6518841981887817
65,0.6824452877044678
66,0.692582905292511
67,0.6832859516143799
68,0.6829409599304199
69,0.6538340449333191
70,0.7025518417358398
71,0.6751866936683655
72,0.7093077301979065
73,0.7162299156188965
74,0.6953244805335999
75,0.683175802230835
76,0.676893413066864
77,0.6937370896339417
78,0.6948891282081604
79,0.6751267910003662
80,0.6825218796730042
81,0.6843242049217224
82,0.6905372142791748
83,0.7300081253051758
84,0.6898429989814758
85,0.6793515086174011
86,0.705936849117279
87,0.6957694888114929
88,0.6754104495048523
89,0.6945613026618958
90,0.6891448497772217
91,0.6738717555999756
92,0.6827383637428284
93,0.6762505173683167
94,0.665963888168335
95,0.6822671294212341
96,0.6699689030647278
97,0.678662121295929
98,0.701021671295166
99,0.6802348494529724
100,0.6772396564483643
101,0.6814402937889099
102,0.6957700848579407
103,0.6846551895141602
104,0.6839674115180969
105,0.7268333435058594
106,0.6833528876304626
107,0.6931936144828796
108,0.6780052185058594
109,0.6894100308418274
110,0.6908049583435059
111,0.6937999129295349
112,0.6795811057090759
113,0.6833658218383789
114,0.6953547596931458
115,0.6886169910430908
116,0.6736907958984375
117,0.6849694848060608
118,0.686070442199707
119,0.6986925601959229
120,0.6756487488746643
121,0.6914376616477966
122,0.6590985655784607
123,0.6878719925880432
124,0.6533903479576111
125,0.6820979118347168
126,0.6789739727973938
127,0.6834518313407898
128,0.7071321606636047
129,0.6650863885879517
130,0.6699039936065674
131,0.6935797333717346
132,0.6888665556907654
133,0.6795172095298767
134,0.6556075215339661
135,0.6851281523704529
136,0.6788733005523682
137,0.6843504309654236
138,0.6685912013053894
139,0.6975688934326172
140,0.6735299229621887
141,0.659370481967926
142,0.6665652394294739
143,0.6670427322387695
144,0.6922650337219238
145,0.6566621661186218
146,0.679347038269043
147,0.6669740676879883
148,0.6962851881980896
149,0.6821704506874084
150,0.6587535738945007
151,0.6742784380912781
152,0.6670780181884766
153,0.6661850810050964
154,0.6566033959388733
155,0.6573330760002136
156,0.6776973605155945
157,0.6521087288856506
158,0.667811930179596
159,0.691202700138092
160,0.7123127579689026
161,0.6677502989768982
162,0.6609533429145813
163,0.6241613030433655
164,0.6950168013572693
165,0.6817612648010254
166,0.6604074835777283
167,0.6932929158210754
168,0.6603547930717468
169,0.705200731754303
170,0.6576321721076965
171,0.7027583122253418
172,0.6779053211212158
173,0.6628092527389526
174,0.6641156077384949
175,0.7023940086364746
176,0.704569399356842
177,0.6254878044128418
178,0.6694183945655823
179,0.689225435256958
180,0.6651175022125244
181,0.6805716156959534
182,0.6601806282997131
183,0.6537190079689026
184,0.6708202362060547
185,0.6668550968170166
186,0.66713547706604
187,0.6391122341156006
188,0.6473106741905212
189,0.6461594104766846
190,0.6911783218383789
191,0.6427786946296692
192,0.6427815556526184
193,0.6623920798301697
194,0.6881155371665955
195,0.6681716442108154
196,0.6848788261413574
197,0.6797049045562744
198,0.6641876101493835
199,0.6260327696800232
200,0.6878304481506348
201,0.641835629940033
202,0.6663437485694885
203,0.6461442112922668
204,0.68199223279953
205,0.6609396934509277
206,0.6576426029205322
207,0.6641324162483215
208,0.6291991472244263
209,0.6558284163475037
210,0.6378648281097412
211,0.6898472309112549
212,0.6706706881523132
213,0.6543106436729431
214,0.6550664305686951
215,0.6620885729789734
216,0.6619124412536621
217,0.6873893737792969
218,0.6564374566078186
219,0.6622814536094666
220,0.7021691203117371
221,0.6612758636474609
222,0.6524779796600342
223,0.6799457669258118
224,0.6162835955619812
225,0.6753888726234436
226,0.6604570746421814
227,0.6492950916290283
228,0.6666384339332581
229,0.6752033829689026
230,0.6558441519737244
231,0.6589875221252441
232,0.6417363286018372
233,0.6757333874702454
234,0.6373856663703918
235,0.6346939206123352
236,0.6612446904182434
237,0.6638196110725403
238,0.6460382342338562
239,0.6440113186836243
240,0.7236208319664001
241,0.6289423704147339
242,0.6669971942901611
243,0.6123104095458984
244,0.6328979134559631
245,0.6112568378448486
246,0.6090455651283264
247,0.6466107368469238
248,0.7071768641471863
249,0.6204562187194824
250,0.5955297350883484
251,0.6407739520072937
252,0.6724531054496765
253,0.642706573009491
254,0.6425577998161316
255,0.6895647048950195
256,0.6203647255897522
257,0.7135426998138428
258,0.7103621959686279
259,0.7069075703620911
260,0.6593242287635803
261,0.6412668824195862
262,0.6293209791183472
263,0.6578840613365173
264,0.6802752017974854
265,0.6470088362693787
266,0.6256424784660339
267,0.6501028537750244
268,0.66902095079422
269,0.6496493816375732
270,0.6439633965492249
271,0.6737789511680603
272,0.6342970728874207
273,0.6422712206840515
274,0.6585142016410828
275,0.6796123385429382
276,0.6181338429450989
277,0.6225244998931885
278,0.6215569376945496
279,0.6078402400016785
280,0.6445726752281189
281,0.6371827125549316
282,0.6456258893013
283,0.6365869641304016
284,0.6425030827522278
285,0.6787323951721191
286,0.613473117351532
287,0.6296992301940918
288,0.645952045917511
289,0.6186371445655823
290,0.6756923794746399
291,0.6531373262405396
292,0.6235344409942627
293,0.6095549464225769
294,0.6475780606269836
295,0.6274487972259521
296,0.6080163717269897
297,0.6103141903877258
298,0.6525804400444031
299,0.5748533606529236
300,0.6287978291511536
301,0.5762411952018738
302,0.6260775923728943
303,0.5845423936843872
304,0.6165288090705872
305,0.5734461545944214
306,0.5995408892631531
307,0.6651232838630676
308,0.565531313419342
309,0.6324159502983093
310,0.6153188943862915
311,0.6026982665061951
312,0.6466415524482727
313,0.5763788819313049
314,0.6235641837120056
315,0.6683230400085449
316,0.6153092980384827
317,0.6138713955879211
318,0.6213176846504211
319,0.6367262005805969
320,0.6199743747711182
321,0.5474347472190857
322,0.5842493176460266
323,0.6403554081916809
324,0.5775494575500488
