step,loss
1,0.6736600995063782
2,0.7771130204200745
3,0.757348358631134
4,0.7202793955802917
5,0.7531481385231018
6,0.6975199580192566
7,0.676884114742279
8,0.7057510018348694
9,0.75095134973526
10,0.6741375923156738
11,0.7312079071998596
12,0.7707669734954834
13,0.7359806895256042
14,0.7098018527030945
15,0.6557314395904541
16,0.7230733036994934
17,0.7278528213500977
18,0.7561665177345276
19,0.730736255645752
20,0.7313122153282166
21,0.7645668983459473
22,0.751236617565155
23,0.6855833530426025
24,0.713285505771637
25,0.6784543991088867
26,0.7019802927970886
27,0.7131004929542542
28,0.72768634557724
29,0.7693617343902588
30,0.7160113453865051
31,0.7112977504730225
32,0.6914312839508057
33,0.6799917221069336
34,0.7054252028465271
35,0.7085533142089844
36,0.7042741179466248
37,0.70216965675354
38,0.7440428137779236
39,0.7275851368904114
40,0.6841325759887695
41,0.7045992016792297
42,0.6942152380943298
43,0.7040460705757141
44,0.7127031683921814
45,0.6811261773109436
46,0.6911084055900574
47,0.7085399031639099
48,0.6847160458564758
49,0.6681363582611084
50,0.693830668926239
51,0.7302963733673096
52,0.6751093864440918
53,0.6887941956520081
54,0.6542007923126221
55,0.676923930644989
56,0.709756076335907
57,0.7071092128753662
58,0.6778388023376465
59,0.678379237651825
60,0.7022009491920471
61,0.662310779094696
62,0.7286231517791748
63,0.6810998916625977
64,0.6878482699394226
65,0.6747981905937195
66,0.7182722687721252
67,0.6610347628593445
68,0.7083459496498108
69,0.6687234044075012
70,0.703077495098114
71,0.6611394882202148
72,0.6731288433074951
73,0.6811542510986328
74,0.6624671816825867
75,0.6805970072746277
76,0.6889095902442932
77,0.6671430468559265
78,0.7076199650764465
79,0.7093045115470886
80,0.6889330744743347
81,0.686336100101471
82,0.6837514042854309
83,0.6751421093940735
84,0.6814627647399902
85,0.7064411640167236
86,0.6933934688568115
87,0.6689220070838928
88,0.6598618626594543
89,0.6995097994804382
90,0.7112511992454529
91,0.6775140762329102
92,0.6491648554801941
93,0.6849639415740967
94,0.6829650402069092
95,0.6745336055755615
96,0.6875261664390564
97,0.6936793327331543
98,0.7080753445625305
99,0.7094659209251404
100,0.6969048976898193
101,0.714115560054779
102,0.664535403251648
103,0.6525202989578247
104,0.7203853726387024
105,0.6704316735267639
106,0.6806605458259583
107,0.6903058886528015
108,0.6822817325592041
109,0.7275302410125732
110,0.673468291759491
111,0.7029317021369934
112,0.6739173531532288
113,0.7010141015052795
114,0.715231716632843
115,0.6958302855491638
116,0.6733106970787048
117,0.664829671382904
118,0.7017017006874084
119,0.6828532218933105
120,0.6726608872413635
121,0.6798473000526428
122,0.6648709774017334
123,0.6838226318359375
124,0.6685399413108826
125,0.6733905673027039
126,0.6817626953125
127,0.6585586667060852
128,0.6634795069694519
129,0.6601775884628296
130,0.6862718462944031
131,0.6407871246337891
132,0.6978320479393005
133,0.6662878394126892
134,0.6845656037330627
135,0.7016358971595764
136,0.6765267252922058
137,0.6420602202415466
138,0.6563575863838196
139,0.677295982837677
140,0.6684051156044006
141,0.6551786065101624
142,0.6863111853599548
143,0.6716728806495667
144,0.6730535626411438
145,0.6739965081214905
146,0.6867623925209045
147,0.6961657404899597
148,0.6518685817718506
149,0.6855728626251221
150,0.6752009391784668
151,0.7006800174713135
152,0.6895132064819336
153,0.6440786719322205
154,0.6722978949546814
155,0.6921321749687195
156,0.6707096099853516
157,0.6649904847145081
158,0.6547260880470276
159,0.6516364812850952
160,0.6694214344024658
161,0.6550500988960266
162,0.6771079897880554
163,0.6876724362373352
164,0.6737769246101379
165,0.6637777090072632
166,0.6388517022132874
167,0.6746578216552734
168,0.6467822194099426
169,0.6641278266906738
170,0.6874139904975891
171,0.6443654894828796
172,0.6625201106071472
173,0.6733803153038025
174,0.6539389491081238
175,0.6984920501708984
176,0.6560680270195007
177,0.6614775061607361
178,0.6548224091529846
179,0.6380699872970581
180,0.6867182850837708
181,0.6708650588989258
182,0.6871416568756104
183,0.6517971158027649
184,0.6838101744651794
185,0.6380336880683899
186,0.647346556186676
187,0.6662373542785645
188,0.6890539526939392
189,0.6429925560951233
190,0.6312346458435059
191,0.6381781697273254
192,0.6512942314147949
193,0.6685848236083984
194,0.6991515159606934
195,0.656058132648468
196,0.6546695828437805
197,0.647772490978241
198,0.71500164270401
199,0.7199921607971191
200,0.6554688215255737
201,0.6379051804542542
202,0.643245279788971
203,0.6882853507995605
204,0.6616169214248657
205,0.642723023891449
206,0.6505526900291443
207,0.6420291662216187
208,0.647389829158783
209,0.651892364025116
210,0.6635215878486633
211,0.7014773488044739
212,0.7034059166908264
213,0.6554326415061951
214,0.6606656908988953
215,0.6778058409690857
216,0.6643041968345642
217,0.6333242654800415
218,0.6766047477722168
219,0.6424640417098999
220,0.694884717464447
221,0.643936276435852
222,0.6222838759422302
223,0.6336530447006226
224,0.6900627613067627
225,0.596561074256897
226,0.649325430393219
227,0.6480615139007568
228,0.6184563040733337
229,0.6878357529640198
230,0.623849093914032
231,0.6228039264678955
232,0.6669516563415527
233,0.6277816891670227
234,0.6298956274986267
235,0.6386672854423523
236,0.6558161377906799
237,0.6540618538856506
238,0.6163273453712463
239,0.6458094120025635
240,0.6320143342018127
241,0.6403869390487671
242,0.5989446043968201
243,0.663244366645813
244,0.570683479309082
245,0.6296417117118835
246,0.5960755944252014
247,0.6326579451560974
